# Argument List:
# Name = 8481_5fold_gene_score.txt
# peak file = ./fold/8481_tmp
# decay = 10000 bp
# genome = /project/dev/rongbin/xy/rp/hg38_refGene.bed
#chrom	txStart	txEnd	refseq	score	strand	symbol
chrX	49174801	49184892	NM_001307979.2	1.092	-	PRICKLE3
chr8	144353227	144354930	NM_001252402.3	1.092	-	TMEM249
chr8	144353227	144354930	NM_001252404.3	1.092	-	TMEM249
chr15	32765543	33194713	NM_001277313.2	1.092	-	FMN1
chr15	33149783	33194713	NM_001277314.2	1.092	-	FMN1
chr1	1081822	1116088	NM_001330306.2	1.092	-	C1orf159
chr1	1081822	1116088	NM_001363525.2	1.092	-	C1orf159
chr1	1081822	1116088	NM_017891.5	1.092	-	C1orf159
chr1	173824672	173858545	NM_001365212.1	1.092	+	DARS2
chr1	173824672	173852017	NM_001365213.2	1.092	+	DARS2
chr1	173824672	173858545	NM_018122.5	1.092	+	DARS2
chr14	24809653	24878807	XM_006720121.4	1.092	-	STXBP6
chr2	70209443	70248792	NM_001351511.1	1.092	-	TIA1
chr2	70209443	70248792	NM_001351512.1	1.092	-	TIA1
chr2	70209443	70248792	NM_001351513.1	1.092	-	TIA1
chr2	70216671	70248792	NM_001351518.1	1.092	-	TIA1
chr2	70209443	70248792	XM_017004795.1	1.092	-	TIA1
chr9	121094997	121177609	XM_024447392.1	1.092	+	CNTRL
chr1	23691778	23696424	NM_001199802.1	1.092	+	RPL11
chr8	65602457	65634193	XM_017013605.2	1.092	-	ARMC1
chr19	13884579	13906124	XM_024451712.1	1.092	-	C19orf57
chr19	13884579	13906124	XM_024451713.1	1.092	-	C19orf57
chr19	13884579	13906124	XM_024451714.1	1.092	-	C19orf57
chr19	13885338	13906124	XM_024451715.1	1.092	-	C19orf57
chr19	13884579	13906124	XM_024451718.1	1.092	-	C19orf57
chr2	232869013	232878703	NM_001346122.1	1.092	+	SNORC
chr16	4788455	4796490	NM_001253791.1	1.092	+	SMIM22
chr9	94726668	95087217	NM_032823.5	1.092	+	AOPEP
chr9	94726668	95087158	XM_005252284.3	1.092	+	AOPEP
chr9	94726668	95087158	XM_006717306.2	1.092	+	AOPEP
chr9	94726668	95087158	XM_011519119.2	1.092	+	AOPEP
chr9	94726668	95087118	XM_011519120.3	1.092	+	AOPEP
chr9	94726668	95148263	XM_011519121.3	1.092	+	AOPEP
chr9	94726668	94983081	XM_011519122.3	1.092	+	AOPEP
chr9	94726668	95016175	XM_011519123.3	1.092	+	AOPEP
chr9	94726668	94979426	XM_011519127.2	1.092	+	AOPEP
chr9	94726668	94935355	XM_011519129.2	1.092	+	AOPEP
chr9	94726668	94875355	XM_011519130.2	1.092	+	AOPEP
chr9	94726668	94808086	XM_011519134.3	1.092	+	AOPEP
chr9	94726668	95087158	XM_017015230.2	1.092	+	AOPEP
chr9	94726668	95087158	XM_017015231.2	1.092	+	AOPEP
chr9	94726668	95020625	XM_017015232.2	1.092	+	AOPEP
chr9	94726668	95087158	XM_017015234.2	1.092	+	AOPEP
chr9	94726668	95087158	XM_017015235.2	1.092	+	AOPEP
chr9	94726668	95087158	XM_017015236.2	1.092	+	AOPEP
chr9	94726668	95087158	XM_017015237.2	1.092	+	AOPEP
chr20	62144011	62182484	XM_017027784.2	1.092	+	SS18L1
chr14	77505996	77616766	NM_004863.3	1.092	-	SPTLC2
chr19	13884579	13906126	XM_024451716.1	1.092	-	C19orf57
chr12	112026838	112098015	XM_006719606.2	1.092	-	NAA25
chr15	86079638	86916155	XM_011521226.3	1.092	+	AGBL1
chr15	86079638	87031475	XM_011521227.3	1.092	+	AGBL1
chr15	86079638	86296255	XM_011521228.3	1.092	+	AGBL1
chr15	86079638	86270027	XM_011521230.3	1.092	+	AGBL1
chr15	86079638	86916155	XM_017021918.2	1.092	+	AGBL1
chr15	86079638	86916155	XM_017021919.2	1.092	+	AGBL1
chr15	86079638	86407479	XM_017021920.2	1.092	+	AGBL1
chr15	86079638	86296255	XM_017021921.2	1.092	+	AGBL1
chr14	58304958	58373732	XM_017021564.1	1.092	+	ARID4A
chr20	3901552	3933086	XM_017028078.2	1.092	+	PANK2
chr8	65602457	65634189	XM_005251264.2	1.092	-	ARMC1
chr2	212999697	213150436	NM_001371275.1	1.092	-	IKZF2
chr2	212999697	213150436	NM_016260.3	1.092	-	IKZF2
chr2	212999691	213150436	XM_005246385.4	1.092	-	IKZF2
chr7	75533297	75738940	NM_001243198.3	1.091	-	HIP1
chr7	75533297	75738940	NM_005338.7	1.091	-	HIP1
chr17	36591873	36600803	XM_005257658.3	1.091	+	DHRS11
chr3	149030116	149086533	XM_011513091.2	1.091	-	HLTF
chr10	103088148	103154289	XM_005269637.5	1.091	-	NT5C2
chr1	23691805	23696834	NM_000975.5	1.091	+	RPL11
chr3	149030062	149086532	NM_001318935.2	1.091	-	HLTF
chr3	149030126	149086532	NM_003071.4	1.091	-	HLTF
chr3	149030126	149086532	NM_139048.3	1.091	-	HLTF
chr3	149030116	149086532	XM_011513092.2	1.091	-	HLTF
chr3	149030116	149086532	XM_011513093.2	1.091	-	HLTF
chr3	149030116	149086532	XM_017007078.1	1.091	-	HLTF
chr3	149030116	149086532	XM_017007079.2	1.091	-	HLTF
chr11	8937571	8943032	NM_020646.2	1.091	-	ASCL3
chr12	40692428	41072408	XM_011537926.3	1.091	+	CNTN1
chr12	40692428	40974449	XM_024448843.1	1.091	+	CNTN1
chr6	26045410	26045868	NM_003531.2	1.091	+	H3C3
chr2	151247939	151261862	NM_198557.3	1.091	-	RBM43
chr17	36591878	36600803	NM_024308.4	1.091	+	DHRS11
chr19	41837073	41843726	NM_001291419.1	1.091	-	LYPD4
chr22	21657291	21662362	XM_017029165.1	1.091	+	LOC107985532
chr19	5623133	5668477	XM_017027116.1	1.091	+	SAFB
chr19	5623133	5668477	XM_017027117.1	1.091	+	SAFB
chr19	5623133	5668477	XM_017027118.1	1.091	+	SAFB
chr2	27500030	27523688	XM_017003797.1	1.091	+	GCKR
chr15	86079619	87029051	NM_152336.4	1.091	+	AGBL1
chr6	56964119	57027651	XM_017010406.1	1.091	+	BEND6
chr11	64606173	64642749	XM_024448774.1	1.091	-	NRXN2
chr1	43383916	43389799	NM_001001653.3	1.091	-	MED8
chr1	43383916	43389799	NM_052877.5	1.091	-	MED8
chr1	43383916	43389799	NM_201542.5	1.091	-	MED8
chr2	189675984	189746649	NM_144708.3	1.091	+	ANKAR
chr5	132822140	132827500	XM_005271886.3	1.091	-	SHROOM1
chr6	75237674	75243800	NM_001366293.1	1.091	-	COX7A2
chr18	13480259	13652750	XM_017025969.1	1.091	+	LDLRAD4
chr11	43358884	43446541	NM_001307943.1	1.091	+	TTC17
chr11	43358884	43494930	XM_005253016.1	1.091	+	TTC17
chr11	43358884	43468551	XM_011520218.2	1.091	+	TTC17
chr11	43358884	43445714	XM_017018010.1	1.091	+	TTC17
chrX	118495908	118686159	NM_144658.3	1.091	+	DOCK11
chr1	109292364	109307010	NM_001010985.3	1.091	-	MYBPHL
chr1	109292364	109307010	NM_001265613.2	1.091	-	MYBPHL
chr11	74012717	74170876	XM_017017511.2	1.091	-	C2CD3
chr17	75636834	75641405	XM_011525119.2	1.091	+	SMIM5
chr10	11460793	11602188	XM_011519762.2	1.091	-	USP6NL
chr12	40692438	41072414	NM_001843.4	1.091	+	CNTN1
chr8	101686541	102124906	NM_001040630.1	1.091	-	NCALD
chr19	38433749	38587563	XM_006723317.2	1.091	+	RYR1
chr19	38433749	38587563	XM_006723319.2	1.091	+	RYR1
chr19	38433749	38587563	XM_011527205.2	1.091	+	RYR1
chr8	65602457	65634176	NM_018120.6	1.091	-	ARMC1
chr4	170060221	170084991	XM_011532020.2	1.091	-	AADAT
chr19	49388299	49418001	XM_011526494.2	1.091	+	CCDC155
chr7	102748998	102809224	NM_001145268.2	1.090	+	FAM185A
chr21	44305169	44327372	XM_005261137.4	1.090	+	PFKL
chr2	127257289	127294165	XM_011510794.2	1.090	-	ERCC3
chr12	40692441	40972716	NM_001256063.1	1.090	+	CNTN1
chr3	191329081	191379688	XM_011512460.1	1.090	+	CCDC50
chr15	30938940	30991584	XM_005254508.3	1.090	-	MTMR10
chr15	30919763	30991584	XM_011521737.3	1.090	-	MTMR10
chr15	30946209	30991584	XM_011521738.3	1.090	-	MTMR10
chr15	30938940	30991584	XM_017022384.2	1.090	-	MTMR10
chr8	100257058	100303258	NM_015435.4	1.090	-	RNF19A
chr1	63450609	63523224	XM_017000853.2	1.090	-	ITGB3BP
chr2	212999691	213150415	XM_011510810.3	1.090	-	IKZF2
chr3	64092235	64268172	NM_001370528.1	1.090	-	PRICKLE2
chr9	136440095	136484551	XM_011519260.2	1.090	-	SEC16A
chr15	30938940	30991627	NM_017762.3	1.090	-	MTMR10
chr20	45684652	45708898	XM_017027824.1	1.090	-	WFDC10B
chr20	45684652	45708898	XM_017027825.1	1.090	-	WFDC10B
chr7	110662643	111562491	NM_001244606.2	1.090	-	IMMP2L
chr7	110662643	111562491	NM_001350959.2	1.090	-	IMMP2L
chr7	110662643	111562491	NM_001350960.2	1.090	-	IMMP2L
chr7	110662643	111562491	NM_001350961.2	1.090	-	IMMP2L
chr7	110962307	111562491	NM_001350962.2	1.090	-	IMMP2L
chr7	110662643	111562491	NM_001350963.2	1.090	-	IMMP2L
chr7	111480816	111562491	NM_001350964.2	1.090	-	IMMP2L
chr7	110662643	111562491	NM_032549.4	1.090	-	IMMP2L
chr2	212999691	213150412	XM_011510804.3	1.090	-	IKZF2
chr19	13906148	13930878	XM_005259973.3	1.090	+	CC2D1A
chr19	13906148	13930878	XM_005259974.3	1.090	+	CC2D1A
chr19	13906148	13930878	XM_024451562.1	1.090	+	CC2D1A
chr19	13906148	13930878	XM_024451563.1	1.090	+	CC2D1A
chr19	13906148	13930878	XM_024451564.1	1.090	+	CC2D1A
chr19	13906148	13930878	XM_024451565.1	1.090	+	CC2D1A
chr5	43602573	43705559	XM_005248274.5	1.090	+	NNT
chr4	4418967	4542047	NM_001346281.2	1.090	-	STX18
chr4	4418967	4542047	NM_016930.4	1.090	-	STX18
chr2	11179763	11288839	XM_017005379.2	1.090	-	ROCK2
chr11	68519510	68614594	XM_024448603.1	1.090	+	PPP6R3
chr19	49422418	49423440	NM_178449.4	1.090	-	PTH2
chr1	9588910	9604948	NM_001010866.4	1.090	+	TMEM201
chr1	9588910	9614876	NM_001130924.3	1.090	+	TMEM201
chr15	38252086	38357243	XM_005254202.3	1.090	+	SPRED1
chr11	61258285	61295315	NM_152718.2	1.090	-	VWCE
chr11	61258285	61295315	XM_006718460.1	1.090	-	VWCE
chr11	61258285	61295315	XM_006718462.1	1.090	-	VWCE
chr11	61258285	61295315	XM_011544817.1	1.090	-	VWCE
chr11	61258285	61295315	XM_017017341.1	1.090	-	VWCE
chr11	61264955	61295315	XM_017017344.1	1.090	-	VWCE
chr19	56438511	56477847	XM_024451646.1	1.090	-	ZNF667
chr12	911258	991194	XM_017019769.1	1.090	-	RAD52
chr14	60971440	60981078	NM_001350254.1	1.090	-	TRMT5
chr14	60971440	60981078	NM_020810.3	1.090	-	TRMT5
chr9	97633820	97673747	NM_002486.5	1.090	+	NCBP1
chr12	6310998	6328505	XM_011520967.2	1.090	+	PLEKHG6
chr5	96390335	96432158	NM_001177875.1	1.090	-	PCSK1
chr2	212999691	213150402	XM_005246386.5	1.090	-	IKZF2
chr2	212999691	213150402	XM_011510819.3	1.090	-	IKZF2
chr2	127257289	127294152	XM_011510795.1	1.090	-	ERCC3
chr2	127257289	127294152	XM_017003583.1	1.090	-	ERCC3
chr10	97498923	97571205	NM_024954.5	1.090	+	UBTD1
chr7	110833994	111562481	XM_017012701.1	1.090	-	IMMP2L
chr2	27199586	27211887	XM_006712130.1	1.090	-	SLC5A6
chr7	149195545	149226237	NM_001303481.2	1.090	+	ZNF282
chr7	149195545	149226237	NM_003575.4	1.090	+	ZNF282
chr12	6310932	6328505	NM_001144856.1	1.089	+	PLEKHG6
chr12	122834747	122858016	NM_001303099.2	1.089	+	HIP1R
chr2	33134522	33399508	XM_024452890.1	1.089	+	LTBP1
chr19	49388282	49418001	XM_011526495.2	1.089	+	CCDC155
chr1	173799549	173824638	NM_001127181.2	1.089	-	CENPL
chr1	173799549	173824638	NM_033319.3	1.089	-	CENPL
chr11	108472115	108498383	NM_001363502.2	1.089	-	POGLUT3
chr11	108472115	108498383	NM_001363503.2	1.089	-	POGLUT3
chr11	108472115	108498383	NM_153705.5	1.089	-	POGLUT3
chr7	75533297	75738975	XM_011516116.2	1.089	-	HIP1
chr5	127218438	127230383	XM_024446287.1	1.089	-	LOC105379198
chr16	1790412	1793704	NM_001146006.2	1.089	-	IGFALS
chr16	4788396	4796490	NM_001253790.1	1.089	+	SMIM22
chr2	27444372	27484242	XM_017003794.1	1.089	-	IFT172
chr16	4788394	4796280	XM_011522499.2	1.089	+	SMIM22
chr16	4788394	4796280	XM_011522500.2	1.089	+	SMIM22
chr16	4788394	4796280	XM_011522501.2	1.089	+	SMIM22
chr1	229516581	229558706	NM_012089.3	1.089	-	ABCB10
chr16	24919388	25015600	XM_011545877.3	1.089	-	ARHGAP17
chr2	127257289	127294143	NM_000122.2	1.089	-	ERCC3
chr2	127257289	127294143	NM_001303416.2	1.089	-	ERCC3
chr2	127257289	127294143	NM_001303418.2	1.089	-	ERCC3
chr19	41837073	41843491	XM_011526483.2	1.089	-	LYPD4
chr12	911258	990607	XM_005253720.5	1.089	-	RAD52
chr19	13882347	13906164	NM_001345843.1	1.089	-	C19orf57
chr19	13882347	13906164	NM_001345844.1	1.089	-	C19orf57
chr19	13882347	13906164	NM_001345848.1	1.089	-	C19orf57
chr8	101686544	102124856	XM_017013901.1	1.089	-	NCALD
chr9	34252379	34329267	NM_194313.4	1.089	-	KIF24
chr7	139561569	139777997	NM_001113239.3	1.089	-	HIPK2
chr7	139561569	139777997	NM_022740.5	1.089	-	HIPK2
chr4	183659266	183713593	NM_199053.2	1.089	+	TRAPPC11
chr8	143579727	143592099	XM_005250820.4	1.089	-	EEF1D
chr8	143579727	143592099	XM_006716519.4	1.089	-	EEF1D
chr8	143579727	143592099	XM_006716520.4	1.089	-	EEF1D
chr5	109689416	109830979	XM_011543395.3	1.089	+	MAN2A1
chr5	109689416	109867248	XM_024446048.1	1.089	+	MAN2A1
chr17	17200989	17206904	XM_017024310.2	1.089	-	PLD6
chr4	1900625	1948817	NM_133334.2	1.089	+	NSD2
chr12	6310671	6328505	XM_005253704.4	1.089	+	PLEKHG6
chr12	6310671	6328505	XM_006718985.3	1.089	+	PLEKHG6
chr12	6310671	6327949	XM_017019555.1	1.089	+	PLEKHG6
chr16	1790412	1793732	NM_004970.2	1.089	-	IGFALS
chr2	96788589	96811887	XM_017003799.1	1.089	+	CNNM4
chr11	71548419	71549606	NM_005553.3	1.088	+	KRTAP5-9
chr19	21524554	21541156	XM_017026749.1	1.088	+	ZNF429
chr19	21524554	21541156	XM_017026755.1	1.088	+	ZNF429
chr2	130356011	130375404	XM_006712417.1	1.088	+	PTPN18
chr19	18919702	18928629	XM_011528083.1	1.088	+	DDX49
chr6	145798201	145814359	XM_011536177.3	1.088	-	FBXO30
chr5	69371034	69414800	NM_133340.2	1.088	+	RAD17
chr5	69371034	69414800	NM_133341.2	1.088	+	RAD17
chr1	210348982	210674367	XM_017001741.1	1.088	+	HHAT
chr4	183659276	183706820	XM_017008537.2	1.088	+	TRAPPC11
chr4	183659276	183699870	XM_017008538.2	1.088	+	TRAPPC11
chrX	115003981	115017615	NM_000640.3	1.088	-	IL13RA2
chr1	182448322	182560596	XM_017001191.1	1.088	+	RGSL1
chr4	128811843	128875223	NM_001287443.1	1.088	+	JADE1
chr9	133459987	133470783	XM_011518182.1	1.088	+	CACFD1
chr9	133459987	133470783	XM_011518186.1	1.088	+	CACFD1
chr12	6310435	6328505	NM_018173.3	1.088	+	PLEKHG6
chr2	130356033	130375404	XM_024452789.1	1.088	+	PTPN18
chr2	130356034	130375404	XM_006712416.4	1.088	+	PTPN18
chr8	144738003	144755602	XM_005272356.4	1.088	-	ZNF251
chr10	50068176	50133506	XM_024447993.1	1.088	+	WASHC2A
chr12	991222	1495930	NM_178039.4	1.088	+	ERC1
chr12	991222	1495930	NM_178040.4	1.088	+	ERC1
chr13	33016422	33066142	NM_004795.4	1.088	+	KL
chr7	66114846	66154567	NM_014478.5	1.088	+	CRCP
chr19	4657544	4670341	NM_019107.4	1.088	-	MYDGF
chr19	18919714	18928629	NM_019070.5	1.088	+	DDX49
chr2	130356055	130375404	NM_001142370.2	1.088	+	PTPN18
chr2	130356055	130375404	NM_014369.4	1.088	+	PTPN18
chr2	130356055	130375404	XM_017003798.1	1.088	+	PTPN18
chr8	109334346	109345953	NM_001193557.2	1.088	+	ENY2
chr8	109334346	109345953	NM_020189.6	1.088	+	ENY2
chr18	12446511	12656731	NM_001128627.1	1.087	-	SPIRE1
chr6	142751468	142837046	XM_017010805.1	1.087	-	HIVEP2
chr9	133459977	133470843	NM_001135775.3	1.087	+	CACFD1
chr9	133459977	133470843	NM_017586.4	1.087	+	CACFD1
chr11	77102839	77103330	NM_006189.1	1.087	+	OMP
chr6	31494880	31511123	NM_001289160.1	1.087	+	MICB
chr14	104801100	104804711	NM_001137601.3	1.087	+	ZBTB42
chrX	72181675	72263963	NM_001170747.1	1.087	+	PIN4
chr4	183659290	183713591	XM_024454180.1	1.087	+	TRAPPC11
chr14	60981113	61083732	NM_001172702.1	1.087	+	SLC38A6
chr14	60981113	61052544	NM_153811.2	1.087	+	SLC38A6
chr19	507496	519653	NM_033513.3	1.087	+	TPGS1
chr15	25337246	25438323	XM_011521995.3	1.087	-	UBE3A
chr2	69840968	69880374	XM_017004705.1	1.087	+	GMCL1
chr2	73762197	73780156	NM_003584.2	1.087	-	DUSP11
chr4	183659292	183713588	NM_021942.6	1.087	+	TRAPPC11
chr10	110005961	110135564	XM_024447808.1	1.087	+	ADD3
chr10	110005961	110135564	XM_024447810.1	1.087	+	ADD3
chr1	151612344	151699079	XM_024450039.1	1.087	+	SNX27
chr16	4777605	4788344	NM_001154458.3	1.087	-	SEPTIN12
chr16	4777605	4788344	NM_144605.5	1.087	-	SEPTIN12
chr11	119189637	119195840	NM_001145018.2	1.087	-	CCDC153
chr14	23469702	23478172	NM_001042635.2	1.087	+	NGDN
chr14	23469702	23478825	NM_015514.2	1.087	+	NGDN
chr19	49388248	49417989	NM_144688.5	1.087	+	CCDC155
chr10	73497537	73602254	XM_024447837.1	1.087	-	USP54
chr10	73497537	73602254	XM_024447844.1	1.087	-	USP54
chr10	16436942	16513744	NM_001001484.2	1.087	+	PTER
chr10	16436942	16513744	NM_001261836.1	1.087	+	PTER
chr10	16436942	16513744	NM_001261837.1	1.087	+	PTER
chr10	16436942	16513744	NM_001261838.1	1.087	+	PTER
chr10	16436942	16513744	NM_030664.4	1.087	+	PTER
chr10	16436942	16513736	XM_017016929.2	1.087	+	PTER
chr19	18919727	18928629	XM_011528084.3	1.087	+	DDX49
chr16	56451523	56477494	NM_001324359.1	1.087	+	OGFOD1
chr16	56451523	56477494	NM_001324361.1	1.087	+	OGFOD1
chr16	56451523	56477494	NM_001324362.1	1.087	+	OGFOD1
chr4	102794382	102825859	NM_001300795.1	1.087	-	UBE2D3
chr9	133459964	133470786	NM_001242369.1	1.087	+	CACFD1
chr9	133459964	133470786	NM_001242370.1	1.087	+	CACFD1
chr2	11179767	11345361	XM_011510417.2	1.087	-	ROCK2
chr9	34252032	34329236	XM_011517861.2	1.087	-	KIF24
chr14	60981121	61083708	XM_024449486.1	1.087	+	SLC38A6
chr2	112368467	112432865	XM_024453101.1	1.087	-	RGPD8
chr10	110005954	110135564	XM_024447797.1	1.087	+	ADD3
chr10	110005954	110135564	XM_024447806.1	1.087	+	ADD3
chr19	13906200	13930878	NM_017721.5	1.087	+	CC2D1A
chr3	42013801	42225775	XM_017005906.1	1.087	+	TRAK1
chr3	42013801	42225775	XM_017005909.1	1.087	+	TRAK1
chr3	42013801	42225775	XM_017005911.1	1.087	+	TRAK1
chr3	42013801	42225775	XM_024453401.1	1.087	+	TRAK1
chr12	14784581	14803477	NM_016312.3	1.087	-	WBP11
chr13	48303746	48481889	NM_000321.2	1.086	+	RB1
chr7	139778241	140020320	NM_001130966.4	1.086	+	TBXAS1
chr7	139778241	140020320	NM_001166254.3	1.086	+	TBXAS1
chr16	24750716	24824813	XM_005255257.4	1.086	+	TNRC6A
chr16	58475610	58513618	XM_024450398.1	1.086	+	NDRG4
chrX	71615912	71618514	XM_017029436.1	1.086	-	CXCR3
chr11	27654892	27722029	NM_170731.5	1.086	-	BDNF
chr14	39266921	39351192	NM_001354137.1	1.086	+	MIA2
chr14	39266921	39351192	NM_001354139.1	1.086	+	MIA2
chr16	4777608	4788324	XM_011522379.3	1.086	-	SEPTIN12
chr7	149195494	149226242	XM_006716151.4	1.086	+	ZNF282
chr5	173144530	173164386	NM_001205.3	1.086	+	BNIP1
chr5	173144530	173164386	NM_013978.3	1.086	+	BNIP1
chr5	173144530	173164386	NM_013979.3	1.086	+	BNIP1
chr5	173144530	173164386	NM_013980.3	1.086	+	BNIP1
chr12	7470815	7503817	NM_004244.5	1.086	-	CD163
chr12	7470815	7503817	NM_203416.3	1.086	-	CD163
chr10	110005946	110135564	NM_001320592.2	1.086	+	ADD3
chr10	110005946	110135564	NM_001320593.2	1.086	+	ADD3
chr10	110005946	110135564	NM_019903.5	1.086	+	ADD3
chr11	66848521	66856119	XM_011545087.2	1.086	-	PC
chr1	220057481	220089852	NM_001286150.1	1.086	-	BPNT1
chr1	220057481	220089852	NM_001286151.1	1.086	-	BPNT1
chr11	57233576	57237452	NM_005161.4	1.086	-	APLNR
chrX	71615918	71618510	NM_001142797.2	1.086	-	CXCR3
chrX	71615918	71618510	NM_001504.2	1.086	-	CXCR3
chrX	71615912	71618510	XM_005262256.3	1.086	-	CXCR3
chrX	71615912	71618510	XM_005262257.3	1.086	-	CXCR3
chr2	212999691	213150332	XM_011510817.3	1.086	-	IKZF2
chr2	212999691	213150331	XM_017003592.2	1.086	-	IKZF2
chr12	121237691	121274584	NM_001270486.1	1.086	-	CAMKK2
chr2	212999691	213150330	XM_011510815.3	1.086	-	IKZF2
chr1	245749341	245984486	XM_024449141.1	1.086	-	SMYD3
chr3	51955380	51957498	NM_080865.4	1.086	+	GPR62
chr19	49818286	49840383	XM_011527353.1	1.086	+	MED25
chr19	49818278	49836979	NM_030973.3	1.086	+	MED25
chr3	12897219	13073409	XM_011534307.2	1.086	-	IQSEC1
chr7	66114817	66154567	NM_001040647.1	1.086	+	CRCP
chr7	66114817	66154567	NM_001040648.1	1.086	+	CRCP
chr7	66114817	66154567	NM_001142414.1	1.086	+	CRCP
chr1	220057540	220089858	XM_005273000.5	1.086	-	BPNT1
chr5	142310434	142324246	NM_001293289.2	1.086	-	SPRY4
chr5	142310434	142324246	NM_001293290.2	1.086	-	SPRY4
chr19	4661705	4670390	XM_017026987.1	1.085	-	MYDGF
chr19	36544421	36605410	XM_011527164.3	1.085	-	ZNF529
chr19	36544320	36605410	XM_017027039.1	1.085	-	ZNF529
chr10	110919542	111013666	NM_001269039.2	1.085	+	SHOC2
chr10	110919542	111013666	NM_001324337.1	1.085	+	SHOC2
chr10	110919542	111013666	NM_007373.3	1.085	+	SHOC2
chr12	7470810	7503807	XM_024449278.1	1.085	-	CD163
chr10	13638299	13677677	XM_006717464.2	1.085	-	FRMD4A
chr1	9588844	9607642	XM_011540910.2	1.085	+	TMEM201
chr19	18899513	18919386	NM_001330469.2	1.085	-	COPE
chr19	18899513	18919386	NM_007263.4	1.085	-	COPE
chr19	18899513	18919386	NM_199442.2	1.085	-	COPE
chr19	18899513	18919386	NM_199444.2	1.085	-	COPE
chr19	18899513	18919386	XM_011527656.2	1.085	-	COPE
chr14	64504725	64524950	XM_005267410.1	1.085	+	ZBTB1
chr14	64504725	64533687	XM_011536568.2	1.085	+	ZBTB1
chr9	34329505	34343712	NM_001244390.1	1.085	+	NUDT2
chr1	9588842	9614876	XM_006710417.3	1.085	+	TMEM201
chr1	9588842	9614876	XM_017000549.1	1.085	+	TMEM201
chr1	9588842	9614876	XM_017000550.1	1.085	+	TMEM201
chr3	191266464	191328994	XM_011512631.2	1.085	-	UTS2B
chr3	191273130	191328994	XM_017006091.1	1.085	-	UTS2B
chr20	63400207	63472620	XM_011528810.2	1.085	-	KCNQ2
chr20	63400207	63472620	XM_011528811.2	1.085	-	KCNQ2
chr20	63400207	63472620	XM_017027841.2	1.085	-	KCNQ2
chr20	63400207	63472620	XM_017027842.2	1.085	-	KCNQ2
chr20	63400207	63472620	XM_017027844.2	1.085	-	KCNQ2
chrX	7898246	7927412	NM_004650.3	1.085	-	PNPLA4
chr12	991262	1495930	XM_017019052.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019057.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019059.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019060.1	1.085	+	ERC1
chr12	991262	1493385	XM_017019061.1	1.085	+	ERC1
chr12	991262	1493385	XM_017019062.1	1.085	+	ERC1
chr12	991262	1493385	XM_017019063.1	1.085	+	ERC1
chr12	991262	1495930	XM_017019064.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019065.1	1.085	+	ERC1
chr12	991262	1493385	XM_017019066.1	1.085	+	ERC1
chr12	991262	1495930	XM_017019067.1	1.085	+	ERC1
chr12	991262	1495930	XM_017019068.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019069.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019070.1	1.085	+	ERC1
chr12	991262	1491084	XM_017019071.1	1.085	+	ERC1
chr12	991262	1444641	XM_017019072.1	1.085	+	ERC1
chr12	991262	1319281	XM_017019073.1	1.085	+	ERC1
chrX	136148558	136211353	NM_001159700.2	1.085	+	FHL1
chr22	45502882	45563361	NM_001996.4	1.085	+	FBLN1
chr22	45502882	45565705	NM_006485.4	1.085	+	FBLN1
chr22	45502882	45601134	NM_006486.3	1.085	+	FBLN1
chr22	45502882	45558711	NM_006487.3	1.085	+	FBLN1
chr17	30477407	30527591	NM_001007024.2	1.085	+	GOSR1
chr17	30477407	30527591	NM_001007025.2	1.085	+	GOSR1
chr17	30477407	30527591	NM_004871.3	1.085	+	GOSR1
chr12	133037300	133063298	XM_005266185.1	1.085	+	ZNF84
chr10	110005933	110135564	XM_024447803.1	1.085	+	ADD3
chr12	990544	1491084	XM_017019054.1	1.085	+	ERC1
chr1	151612382	151699079	XM_005245510.3	1.085	+	SNX27
chr16	4777589	4788295	XM_024450155.1	1.085	-	SEPTIN12
chr19	3052909	3062965	NM_198969.1	1.085	-	TLE5
chr17	30477404	30522812	XM_017025375.2	1.085	+	GOSR1
chr17	30477416	30522812	XM_017025376.2	1.085	+	GOSR1
chr19	49388218	49418001	XM_011526496.2	1.085	+	CCDC155
chr19	8580239	8595902	XM_017027340.1	1.085	-	ADAMTS10
chr16	4777608	4788293	XM_006720846.2	1.085	-	SEPTIN12
chr1	51354262	51422094	NM_001159969.2	1.085	-	EPS15
chr19	49388217	49418001	XM_005258549.3	1.085	+	CCDC155
chr19	49388217	49418001	XM_011526488.2	1.085	+	CCDC155
chr19	49388217	49418001	XM_011526490.2	1.085	+	CCDC155
chr17	30477401	30522812	XM_005258072.3	1.085	+	GOSR1
chr14	60981147	61052464	XM_024449490.1	1.085	+	SLC38A6
chr16	56451553	56479103	NM_001324357.2	1.085	+	OGFOD1
chr16	56451553	56479103	NM_001324360.2	1.085	+	OGFOD1
chr16	56451553	56479103	NM_001324363.2	1.085	+	OGFOD1
chr16	56451553	56479103	NM_018233.4	1.085	+	OGFOD1
chr11	67662161	67674839	NM_001354345.1	1.085	-	ALDH3B2
